Floating holiday for New Year's Day on Thursday, 1-Jan-2026 in Bengaluru
Floating holiday for Kartika Purnima on Tuesday, 24-Nov-2026 in Bengaluru
Floating holiday for Guru Nanak's Birthday on Tuesday, 24-Nov-2026 in Bengaluru
Floating holiday for Guru Nanak Jayanti on Tuesday, 24-Nov-2026 in Bengaluru
Floating holiday for Rahas Purnima on Tuesday, 24-Nov-2026 in Bengaluru
Floating holiday for Dev - Diwali (Kartak Sud - 15) on Tuesday, 24-Nov-2026 in Bengaluru
Floating holiday for Huttari Festival on Thursday, 26-Nov-2026 in Bengaluru
Floating holiday for Kanakadasa Jayanthi on Friday, 27-Nov-2026 in Bengaluru
Floating holiday for Prathamasthami on Tuesday, 1-Dec-2026 in Bengaluru
Floating holiday for Sant Sain Bhagat maharaj Jayanti on Friday, 4-Dec-2026 in Bengaluru
Floating holiday for Guru Teg Bahadur's Martyrdom Day on Monday, 14-Dec-2026 in Bengaluru
Floating holiday for Urs of Hazrat Khwaja Moinuddin Chishti Ajmeri Garib Nawaz Rehman on Wednesday, 16-Dec-2026 in Bengaluru
Floating holiday for Shrimad Bhagwad Gita Jayanti on Sunday, 20-Dec-2026 in Bengaluru
Floating holiday for Maharaja Shoorsaini Jayanti on Sunday, 20-Dec-2026 in Bengaluru
Floating holiday for Chaudhary Charan Singh's birthday on Wednesday, 23-Dec-2026 in Bengaluru
Floating holiday for Hazarat Ali's Birthday on Wednesday, 23-Dec-2026 in Bengaluru
Floating holiday for Christmas Eve on Thursday, 24-Dec-2026 in Bengaluru
Mandatory holiday for Christmas on Friday, 25-Dec-2026 in Bengaluru
Floating holiday for Boxing Day (Next Day to Christmas) on Saturday, 26-Dec-2026 in Bengaluru
Floating holiday for Shaheed Udham Singh's Jayanti on Saturday, 26-Dec-2026 in Bengaluru
Floating holiday for Birthday of Hazrath Ali on Saturday, 26-Dec-2026 in Bengaluru
